Фамилия|Имя|Отчество|Должность|Приказ|Год|РодНаграды
Остапенко|Яков|Ефимович|Красноармеец 24 кавполка 4 кавдивизии|Прик.РВСР № 84|1923 г.|Орден Красного Знамени
Остафинчук|Андрей|Иванович|Красноармеец 540 стр. полка|Прик.РВСР № 40|1922 г.|Орден Красного Знамени
Осташенков|Андрей|Николаевич|Помощник комполка 5 Туркестанского кавалерийского|Прик.РВСР № 215|1922 г.|Орден Красного Знамени
Осташкин|Матвей|Петрович|Комвзвода 4 Туркестанского кавполка|Прик.РВСР № 335|1924 г.|Орден Красного Знамени
Острецов|Даниил|Яковлевич|Командир артиллер. взвода 7-х Борисоглебских кавкомкурсов|Прик.РВСР № 80|1923 г.|Орден Красного Знамени
Островский|Борис||Комбат 93 полка|Прик.РВСР № 353|1921 г.|Орден Красного Знамени
Островский|Борис|Леонидович|Вр. помкомполка 93 стрелкового|Прик.РВСР № 66|1922 г.|Орден Красного Знамени
Островский|Иван|Иванович|Младший ком. сот. б. Витебского ЧК|Прик.РВСР № 159|1922 г.|Орден Красного Знамени
Островский|Михаил|Адамович|Стрелок 32 стр. полка|Прик.РВСР № 77|1920 г.|Орден Красного Знамени
Островский|Михаил|Семенович|Военкомдив 4 Петроградской кавалерийской|Прик.РВСР № 36|1922 г.|Орден Красного Знамени
Островский|Федор|Иванович|Комвзвода 2 отдельного рабочего батальона|Прик.РВСР № 598|1920 г.|Орден Красного Знамени
Остяков|Андрей|Григорьевич|Начальник команды пеших разведчиков 534 стр. полка|Прик.РВСР № 351|1921 г.|Орден Красного Знамени
Остяков|Василий||Красноармеец 99 полка|Прик.РВСР № 353|1921 г.|Орден Красного Знамени
Оськин|Емельян||Пулеметчик машины № 109 авто-броневого отряда имени Свердлова|Прик.РВСР № 56|1923 г.|Орден Красного Знамени
Осянин|С.|Я.|Командир роты 12 стр. полка|Прик.РВСР № 684|1925 г.|Орден Красного Знамени
Отмус|Юганс|Александрович|Н-к пулемета Крас. кав. полка|Прик.РВСР № 32|1920 г.|Орден Красного Знамени
Отраднов|Сергей|Яковлевич|222 Интернациональный полк|Прик.РВСР № 288|1920 г.|Орден Красного Знамени
Отрешко|Иван|Иванович|Вр. Комполка 142 стрелкового|Прик.РВСР № 19|1922 г.|Орден Красного Знамени
Охимчук|Василий||Комбат 519 стр. полка|Прик.РВСР № 57|1921 г.|Орден Красного Знамени
Охинковский|А.|С.|Комвзвода 1 Туркестанского стр. полка|Прик.РВСР № 90|1924 г.|Орден Красного Знамени
Охотников|Василий|Семенович|Красноармеец 267 стр. полка|Прик.РВСР № 116|1922 г.|Орден Красного Знамени
Охрименко|Иосиф|Митрофанович|Комвзвод 539 стр. полка|Прик.РВСР № 40|1922 г.|Орден Красного Знамени
Очеретов|Абрам||Красноармеец 202 полка|Прик.РВСР № 478|1920 г.|Орден Красного Знамени
